Handle,Price,ImageSrc,Body,Vendor,Type,Tags,Color,VariantGrams,VariantInventoryTracker,VariantInventoryQty,ImageAltText,VariantImage,Style#,AVAILABLE_SIZES,SUGGESTED_PRICE,Category,Size,Weight,PieceCost,Size value,MSRP,front,back,FRONT FLAT,BACK FLAT,PRODUCT_MEASUREMENTS,DECORATION_SPEC_SHEET,barcode,Title,Hex,Style,Sorting helper,tag2
NL3312,7,https://cdnm.sanmar.com/imglib/mresjpg/2024/f5/NL3312_black_model_front.jpg,"<ul><li> 4.3-ounce, 60/40 combed ring spun cotton/poly, 32 singles</li><li> CVC blend</li><li> 1x1 rib knit crewneck collar</li><li> Shoulder to shoulder taping</li><li> Tear-away label</li><li> Side seamed</li><li> Classic fit </li></ul>",Next Level Apparel,0,"Youth,T-Shirts",Black,0.16,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2024/f5/NL3312_black_model_front.jpg,NL3312,Youth Sizes: XS-XL,7,0,XS,0,4.5,1,7,https://cdnm.sanmar.com/imglib/mresjpg/2024/f5/NL3312_tahitiblue_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2024/f5/NL3312_tahitiblue_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2024/f5/NL3312_tahitiblue_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2024/f5/NL3312_tahitiblue_flat_back.jpg ,NL3312_productmeasurement.pdf,https://www.sanmar.com/p/27988/decorationSpecSheet,8.41E+11,Next Level Apparel® Youth CVC Tee NL3312,0,NL3312,NL3312Black1,
NL3310,5.9,https://cdnm.sanmar.com/imglib/mresjpg/2024/f7/NL3310_black_model_front.jpg,"<ul><li> 4.3-ounce, 100% cotton jersey, 32 singles</li><li> 90/10 combed ring spun cotton/poly, 32 singles (Heather Grey)</li><li> 1x1 rib knit crewneck collar</li><li> Shoulder to shoulder taping</li><li> Tear-away label</li><li> Side seamed</li><li> Classic fit </li></ul>",Next Level Apparel,0,"Youth,T-Shirts",Black,0.16,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2024/f7/NL3310_black_model_front.jpg,NL3310,Youth Sizes: XS-XL,5.9,0,XS,0,3.95,1,5.9,https://cdnm.sanmar.com/imglib/mresjpg/2024/f7/NL3310_lightblue_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2024/f7/NL3310_lightblue_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2024/f7/NL3310_lightblue_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2024/f7/NL3310_lightblue_flat_back.jpg ,NL3310_productmeasurement.pdf,https://www.sanmar.com/p/27990/decorationSpecSheet,8.47E+11,Next Level Apparel® Youth Cotton Tee NL3310,0,NL3310,NL3310Black1,
64000B,5.58,https://cdnm.sanmar.com/imglib/mresjpg/2022/f7/64000B_black_model_front.jpg,"<ul><li>4.5-ounce, 100% ring spun US cotton</li><li>90/10 ring spun cotton/poly (Sport Grey)</li><li>65/35 poly/ring spun cotton (Dark Heather, Heather Navy, Heather Royal) </li><li>Seamless double-needle Ã‚Â¾"" neck</li><li>Taped neck and shoulders</li><li>Recycled, high-performing black tear-away label</li><li>Modern classic fit, seamless body (Side seam on size XS)</li><li>Double-needle sleeves and hem</li></ul><p>Please note: This product is transitioning from tear-away labels to recycled, high-performing black tear-away labels. Your order may contain a combination of both labels.</p>",Gildan,0,"Youth,T-Shirts",Black,0.15,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2022/f7/64000B_black_model_front.jpg,64000B,Youth Sizes: XS-XL,5.58,0,XS,0,3.79,1,5.58,https://cdnm.sanmar.com/imglib/mresjpg/2022/f7/64000B_darkheather_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2022/f7/64000B_darkheather_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2022/f7/64000B_darkheather_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2022/f7/64000B_darkheather_flat_back.jpg ,64000B_productmeasurement.pdf,https://www.sanmar.com/p/29375/decorationSpecSheet,8.22E+11,Gildan Youth Softstyle® T-Shirt 64000B,0,64000B,64000BBlack1,
DV7317,23,https://cdnm.sanmar.com/imglib/mresjpg/2023/f2/DV7317_applegreen_model_front.jpg,"This is the stuff of which legends are made. The Team rLegend Tee is built from sustainable recycled polyester and powered by Dri-FIT technology-so you'll get peak performance with a lower environmental impact. Neck tape for durability. Heat-transfer label for tag-free comfort. A contrast heat transfer Swoosh logo on left chest. Made of 4-ounce, 100% recycled polyester jersey.",Nike,0,"Youth,T-Shirts",Apple Green,0.28,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2023/f2/DV7317_applegreen_model_front.jpg,DV7317,Youth Sizes: XS-XL,23,0,XS,0,17.8,1,23,https://cdnm.sanmar.com/imglib/mresjpg/2023/f2/DV7317_universityred_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f2/DV7317_universityred_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f2/DV7317_universityred_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2023/f2/DV7317_universityred_flat_back.jpg ,DV7317_productmeasurement.pdf,https://www.sanmar.com/p/31276/decorationSpecSheet,1.96E+11,Nike Youth Team rLegend Tee DV7317,0,DV7317,DV7317Apple Green1,
Y110,14.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f5/Y110_burgundy_model_front.jpg,"Our durable, moisture-wicking Dry Zone polo-now with UV protection. An exceptional value, this breathable mesh polo also resists snags. <ul><li> 4.6-ounce, 100% polyester double knit pique</li><li> UPF rating of 30</li><li> Flat knit collar</li><li> 2-button placket on XS-M</li><li> 3-button placket on L-XL</li><li> Pearlized, dyed-to-match buttons</li><li> Side vents</li><li> Tag-free label</li></ul><i>Due to the nature of 100% polyester performance fabrics, special care must be taken throughout the printing process.</i>",Port Authority,0,"Youth,Polos/Knits",Burgundy,0.25,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2023/f5/Y110_burgundy_model_front.jpg,Y110,Youth Sizes: XS-XL,14.98,0,XS,0,9.49,1,14.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f5/Y110_gustygrey_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f5/Y110_gustygrey_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f5/Y110_gustygrey_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2023/f5/Y110_gustygrey_flat_back.jpg ,Y110_productmeasurement.pdf,https://www.sanmar.com/p/31693/decorationSpecSheet,1.98E+11,Port Authority® Youth Dry Zone® UV Micro-Mesh Polo Y110,0,Y110,Y110Burgundy1,
YST740,17.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f6/YST740_black_model_front.jpg,"Packed with performance features like UV protection and moisture wicking, this modern polo is perfect for any outdoor fun.<ul><li> 4.3-ounce, 100% polyester micropique </li><li> UPF rating of 50</li><li> Tag-free label</li><li> Flat knit collar</li><li> 3-button placket </li><li> Pearlized buttons</li><li> Angled shoulder seams</li></ul>",Sport-Tek,0,"Youth,Polos/Knits",Black,0.25,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2023/f6/YST740_black_model_front.jpg,YST740,Youth Sizes: XS-XL,17.98,0,XS,0,10.99,1,17.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f6/YST740_white_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f6/YST740_white_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f6/YST740_white_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2023/f6/YST740_white_form_back.jpg ,YST740_productmeasurement.pdf,https://www.sanmar.com/p/31614/decorationSpecSheet,1.98E+11,Sport-Tek® Youth UV Micropique Polo YST740,0,YST740,YST740Black1,
PC330Y,5.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f5/PC330Y_black_model_front.jpg,"Primed for 24/7 comfort, a proprietary finish gives our tri-blend tees unbelievable softness at a great value.<ul><li> 4.5-ounce, 50/37/13 poly/cotton/rayon</li><li> 1x1 rib knit neck</li><li> Shoulder to shoulder taping</li><li> Removable tag for comfort and relabeling</li></ul>",Port & Company,0,"Youth,T-Shirts",Black,0.17,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2023/f5/PC330Y_black_model_front.jpg,PC330Y,Youth Sizes: XS-XL,5.98,0,XS,0,3.99,1,5.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f5/PC330Y_graphiteheather_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f5/PC330Y_graphiteheather_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f5/PC330Y_graphiteheather_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2023/f5/PC330Y_graphiteheather_flat_back.jpg ,PC330Y_productmeasurement.pdf,https://www.sanmar.com/p/31778/decorationSpecSheet,1.98E+11,Port & Company® Youth Tri-Blend Tee PC330Y,0,PC330Y,PC330YBlack1,
PC78YQ,20.06,https://cdnm.sanmar.com/imglib/mresjpg/2023/f5/PC78YQ_athleticheather_model_front.jpg,"A cozy 1/4-zip in our core weight.<ul><li> 7.8-ounce, 50/50 cotton/poly fleece</li><li> Air jet yarn for softness</li><li> Dyed-to-match YKK zipper</li><li> Side seamed</li><li> Removable tag for comfort and relabeling</li></ul>",Port & Company,0,"Youth,Sweatshirts",Athletic Heather,0.48,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2023/f5/PC78YQ_athleticheather_model_front.jpg,PC78YQ,Youth Sizes: XS-XL,20.06,0,XS,0,12.03,1,20.06,https://cdnm.sanmar.com/imglib/mresjpg/2023/f5/PC78YQ_red_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f5/PC78YQ_red_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f5/PC78YQ_red_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2023/f5/PC78YQ_red_flat_back.jpg ,PC78YQ_productmeasurement.pdf,https://www.sanmar.com/p/31873/decorationSpecSheet,1.98E+11,Port & Company® Youth Core Fleece 1/4-Zip Pullover Sweatshirt PC78YQ,0,PC78YQ,PC78YQAthletic Heather1,
NKDX8787,23,https://cdnm.sanmar.com/imglib/mresjpg/2023/f4/NKDX8787_applegreen_model_front.jpg,"This is the stuff of which legends are made. The all-new Swoosh Sleeve rLegend Tee is built from sustainable recycled polyester and powered by Dri-FIT technology-so you'll get peak performance with a lower environmental impact. Neck tape for durability. Heat-transfer label for tag-free comfort. A contrast heat transfer Swoosh logo on left sleeve. Made of 4-ounce, 100% recycled polyester jersey.",Nike,0,"Youth,T-Shirts",Apple Green,0.3,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2023/f4/NKDX8787_applegreen_model_front.jpg,NKDX8787,Youth Sizes: XS-XL,23,0,XS,0,17.8,1,23,https://cdnm.sanmar.com/imglib/mresjpg/2023/f4/NKDX8787_valorblue_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f4/NKDX8787_valorblue_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f4/NKDX8787_valorblue_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2023/f4/NKDX8787_valorblue_flat_back.jpg ,NKDX8787_productmeasurement.pdf,https://www.sanmar.com/p/31909/decorationSpecSheet,1.97E+11,Nike Youth Swoosh Sleeve rLegend Tee NKDX8787,0,NKDX8787,NKDX8787Apple Green1,
DT6102Y,24.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f9/DT6102Y_BLACK_Model_Front.jpg,"An ideal canvas for decorators, this soft fleece is everything and more at an unbeatable value.  <ul><li> 8.3-ounce, 65/35 ring spun cotton/polyester</li><li> 100% ring spun cotton face (Solids, Light Heather Grey)</li><li> 60/40 ring spun cotton/polyester (Royal Frost, Heathered Charcoal)</li><li> Jersey-lined, two-piece hood</li><li> Dyed-to-match twill neck tape</li><li> 1x1 rib knit cuffs and hem</li><li> No drawcord</li><li> Side seamed</li><li> Tear-away label</li></ul>",District,0,"Youth,Sweatshirts,Full Zip Hoodie",Black,0.79,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2023/f9/DT6102Y_BLACK_Model_Front.jpg,DT6102Y,Youth Sizes: XS-XL,24.98,0,XS,0,14.49,1,24.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f9/DT6102Y_HEATHERCHARCOAL_Model_Front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f9/DT6102Y_HEATHERCHARCOAL_Model_Back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f9/DT6102Y_HEATHERCHARCOAL_Flat_Front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2023/f9/DT6102Y_HEATHERCHARCOAL_Flat_Back.jpg ,DT6102Y_productmeasurement.pdf,https://www.sanmar.com/p/38377/decorationSpecSheet,1.98E+11,District® Youth V.I.T. Fleece Full-Zip Hoodie DT6102Y,0,DT6102Y,DT6102YBlack1,
DT6104Y,18.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f9/DT6104Y_BLACK_Model_Front.jpg,"An ideal canvas for decorators, this soft fleece is everything and more at an unbeatable value.  <ul><li> 8.3-ounce, 65/35 ring spun cotton/polyester</li><li> 100% ring spun cotton face (Solids, Light Heather Grey)</li><li> 60/40 ring spun cotton/polyester (Heathers and Royal Frost)</li><li> Dyed-to-match twill neck tape</li><li> 1x1 rib knit collar, cuffs and hem</li><li> Side seamed</li><li> Tear-away label</li></ul>",District,0,"Youth,Sweatshirts",Black,0.5,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2023/f9/DT6104Y_BLACK_Model_Front.jpg,DT6104Y,Youth Sizes: XS-XL,18.98,0,XS,0,11.49,1,18.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f9/DT6104Y_LIGHTHEATHERGREY_Model_Front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f9/DT6104Y_LIGHTHEATHERGREY_Model_Back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f9/DT6104Y_LIGHTHEATHERGREY_Flat_Front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2023/f9/DT6104Y_LIGHTHEATHERGREY_Flat_Back.jpg ,DT6104Y_productmeasurement.pdf,https://www.sanmar.com/p/38378/decorationSpecSheet,1.98E+11,District® Youth V.I.T. Fleece Crew DT6104Y,0,DT6104Y,DT6104YBlack1,
DT6112Y,22.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f9/DT6112Y_BLACK_Model_Front.jpg,"An ideal canvas for decorators, these soft sweatpants are everything and more at an unbeatable value.  <ul><li> 8.3-ounce, 65/35 ring spun cotton/polyester</li><li> 100% ring spun cotton face (Solids, Light Heather Grey)</li><li> 60/40 ring spun cotton/polyester (Heathered Charcoal)</li><li> Dyed-to-match jersey-lined pockets</li><li> Self-fabric waistband and cuffs with elastic</li><li> Side seamed</li><li> Tear-away label</li></ul>",District,0,"Youth,Pants",Black,0.5,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2023/f9/DT6112Y_BLACK_Model_Front.jpg,DT6112Y,Youth Sizes: XS-XL,22.98,0,XS,0,13.49,1,22.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f9/DT6112Y_BLACK_Model_Front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f9/DT6112Y_BLACK_Model_Back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f9/DT6112Y_BLACK_Flat_Front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2023/f9/DT6112Y_BLACK_Flat_Back.jpg ,DT6112Y_productmeasurement.pdf,https://www.sanmar.com/p/38379/decorationSpecSheet,1.98E+11,District® Youth V.I.T. Fleece Sweatpant DT6112Y,0,DT6112Y,DT6112YBlack1,
YST359,9.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f13/YST359_BLACK_Model_Front.jpg,"Up your game with a 2-button henley that features moisture wicking.<ul><li> 3.8-ounce, 100% poly interlock with PosiCharge technology</li><li> UPF rating of 30+</li><li> Tear-away label</li><li> Dyed-to-match buttons</li></ul>",Sport-Tek,0,"Youth,Activewear",Black,0.19,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2023/f13/YST359_BLACK_Model_Front.jpg,YST359,Youth Sizes: XS-XL,9.98,0,XS,0,5.99,1,9.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f13/YST359_CAROLINABLUE_Model_Front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f13/YST359_CAROLINABLUE_Form_Back.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2023/f13/YST359_CAROLINABLUE_Form_Front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2023/f13/YST359_CAROLINABLUE_Form_Back.jpg ,YST359_productmeasurement.pdf,https://www.sanmar.com/p/38677/decorationSpecSheet,1.98E+11,Sport-Tek® Youth PosiCharge® Competitor 2-Button Henley YST359,0,YST359,YST359Black1,
YST101,9.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f16/YST101_BLACKWHITE_Model_Front.jpg,"Top off your game with this Competitor United V-neck that features moisture wicking and sun protection.<ul><li> 3.8-ounce, 100% poly interlock with PosiCharge<sup>&#174;</sup> technology</li><li> UPF rating of 30+</li><li> Tear-away label</li><li> Athletic V-neck</li><li> Contrast colorblocking at neck and side</li></ul>",Sport-Tek,0,"Youth,Activewear",Black/ White,0.17,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2023/f16/YST101_BLACKWHITE_Model_Front.jpg,YST101,Youth Sizes: XS-XL,9.98,0,XS,0,5.99,1,9.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YST101_WHITEBLACK_Model_Front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YST101_WHITEBLACK_Model_Back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YST101_WHITEBLACK_Form_Front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YST101_WHITEBLACK_Form_Back.jpg ,YST101_productmeasurement.pdf,https://www.sanmar.com/p/38679/decorationSpecSheet,1.98E+11,Sport-Tek® Youth Competitor United V-Neck YST101,0,YST101,YST101Black/ White1,
YST100,9.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YST100_BLACKLIMESHOCK_Model_Front.jpg,"Put yourself at the top of the game with this Competitor United crew that features moisture wicking and sun protection.<ul><li> 3.8-ounce, 100% poly interlock with PosiCharge<sup>&#174;</sup> technology</li><li> UPF rating of 30+</li><li> Tear-away label</li><li> Contrast colorblocking on shoulders</li></ul>",Sport-Tek,0,"Youth,Activewear",Black/ Lime Shock,0.14,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YST100_BLACKLIMESHOCK_Model_Front.jpg,YST100,Youth Sizes: XS-XL,9.98,0,XS,0,5.99,1,9.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YST100_WHITEBLACK_Model_Front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YST100_WHITEBLACK_Model_Back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YST100_WHITEBLACK_Form_Front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YST100_WHITEBLACK_Form_Back.jpg ,YST100_productmeasurement.pdf,https://www.sanmar.com/p/38681/decorationSpecSheet,1.98E+11,Sport-Tek® Youth Competitor United Crew YST100,0,YST100,YST100Black/ Lime Shock1,
YST103,10.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YST103_BLACKWHITE_Model_Front.jpg,"Bring together your team's look with the Competitor United short, which features moisture wicking and snag resistance. <ul><li> 3.8-ounce, 100% poly interlock with PosiCharge<sup>&#174;</sup> technology</li><li> UPF rating of 30+</li><li> Tear-away label</li><li> No drawcord</li><li> Contrast colorblocking on side</li></ul>",Sport-Tek,0,Shorts,Black/ White,0.16,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YST103_BLACKWHITE_Model_Front.jpg,YST103,Youth Sizes: XS-XL,10.98,0,XS,0,7.49,1,10.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YST103_CAROLINABLUEWHITE_Model_Front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YST103_CAROLINABLUEWHITE_Model_Back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YST103_CAROLINABLUEWHITE_Flat_Front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YST103_CAROLINABLUEWHITE_Flat_Back.jpg ,YST103_productmeasurement.pdf,https://www.sanmar.com/p/38684/decorationSpecSheet,1.98E+11,Sport-Tek® Youth Competitor United 5  Short YST103,0,YST103,YST103Black/ White1,
YPST800,31.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YPST800_BLACKBLACK_Model_Front.jpg,The ball is in your court with the moisture-wicking pant that is perfect for warming up or supporting the team.<ul><li> 100% recycled polyester double knit</li><li> Tag-free label </li><li> No drawcord</li><li>Side slash pockets</li><li> Tapered leg with extended side zipper for easy removal</li><li> Colorblock self-fabric detail on legs</li></ul>,Sport-Tek,0,"Youth,Pants",Black/ Black,0.43,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YPST800_BLACKBLACK_Model_Front.jpg,YPST800,Youth Sizes: XS-XL,31.98,0,XS,0,19.99,1,31.98,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YPST800_IRONGREYWHITE_Model_Front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YPST800_IRONGREYWHITE_Model_Back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YPST800_IRONGREYWHITE_Flat_Front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2023/f14/YPST800_IRONGREYWHITE_Flat_Back.jpg ,YPST800_productmeasurement.pdf,https://www.sanmar.com/p/38694/decorationSpecSheet,1.98E+11,Sport-Tek® Youth Travel Pant YPST800,0,YPST800,YPST800Black/ Black1,
PC144Y,28,https://cdnm.sanmar.com/imglib/mresjpg/2023/f10/PC144Y_LEMONLIME_Model_Front.jpg,"Crafted for comfort, color and pattern explode on this tie-dye hoodie.<ul><li> 7.8-ounce, 80/20 cotton/poly fleece</li><li> Sewn with dyeable thread</li><li> Individually hand dyed</li><li> Self-fabric lined hood</li><li> No drawcords</li><li> Front pouch pocket</li></ul><b>The tie-dye process infuses each garment with unique character. Please allow for slight color variation.</b>",Port & Company,0,"Youth,Sweatshirts",Lemon Lime,0.71,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2023/f10/PC144Y_LEMONLIME_Model_Front.jpg,PC144Y,Youth Sizes: XS-XL,28,0,XS,0,18,1,28,https://cdnm.sanmar.com/imglib/mresjpg/2023/f10/PC144Y_SKYBLUE_Model_Front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f10/PC144Y_SKYBLUE_Model_Back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2023/f10/PC144Y_SKYBLUE_Flat_Front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2023/f10/PC144Y_SKYBLUE_Flat_Back.jpg ,PC144Y_productmeasurement.pdf,https://www.sanmar.com/p/40473/decorationSpecSheet,1.98E+11,Port & Company® Youth Crystal Tie-Dye Pullover Hoodie PC144Y,0,PC144Y,PC144YLemon Lime1,
PC340Y,5.78,https://cdnm.sanmar.com/imglib/mresjpg/2024/f10/PC340Y_black_model_front.jpg,"A budget-friendly choice, this remarkably soft tee is created from a CVC blend for an eye-catching texture.<ul><li> 4.5-ounce, 60/40 cotton/poly</li><li> 1x1 rib knit neck</li><li> Shoulder to shoulder taping</li><li> Tear-away label </li></ul>",Port & Company,0,"Youth,T-Shirts",Black,0.17,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2024/f10/PC340Y_black_model_front.jpg,PC340Y,Youth Sizes: XS-XL,5.78,0,XS,0,3.89,1,5.78,https://cdnm.sanmar.com/imglib/mresjpg/2024/f10/PC340Y_tundrablue_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2024/f10/PC340Y_tundrablue_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2024/f7/PC340Y_tundrablue_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2024/f7/PC340Y_tundrablue_flat_back.jpg ,PC340Y_productmeasurement.pdf,https://www.sanmar.com/p/42677/decorationSpecSheet,1.98E+11,Port & Company® Youth CVC Tee PC340Y,0,PC340Y,PC340YBlack1,
67000B,5.58,https://cdnm.sanmar.com/imglib/mresjpg/2024/f8/67000B_caribbeanmist_model_front.jpg,"<ul><li> 4.6-ounce, 60/40 ring spun cotton/polyester</li><li> CVC blend</li><li> Subtle heather texture on all colors except Pitch Black and White</li><li> Recycled, high-performing black tear-away label</li><li> Softstyle's high stitch density fabric offers a smoother printing surface</li><li> Narrow width, rib collar</li><li> Taped neck and shoulders</li><li> Modern classic fit, seamless body</li><li> Double-needle hem </li></ul>",Gildan,0,"Youth,T-Shirts",Caribbean Mist,0.17,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2024/f8/67000B_caribbeanmist_model_front.jpg,67000B,Youth Sizes: XS-XL,5.58,0,XS,0,3.79,1,5.58,https://cdnm.sanmar.com/imglib/mresjpg/2024/f8/67000B_navymist_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2024/f8/67000B_navymist_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2024/f4/67000B_navymist_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2024/f4/67000B_navymist_flat_back.jpg ,67000B_productmeasurement.pdf,https://www.sanmar.com/p/46976/decorationSpecSheet,1.92E+11,Gildan Youth Softstyle® CVC Tee 67000B,0,67000B,67000BCaribbean Mist1,
SF500B,19.98,https://cdnm.sanmar.com/imglib/mresjpg/2024/f10/SF500B_ringspunsportgrey_model_front.jpg,"<ul><li> 8.4-ounce, 80/20 ring spun cotton/poly</li><li> 75/25 ring spun cotton/poly (Ring Spun Sport Grey)</li><li> Brushed interior and a 100% ring spun cotton face</li><li> Two-piece dyed-to-match jersey fabric-lined hood</li><li> No drawcords</li><li> Double-needle hem and topstitching on outside of hood seam</li><li> Front pouch pocket</li><li> 1x1 rib knit with spandex cuffs and bottom band</li><li> Classic fit, seamless body</li><li> Recycled, high-performing black tear-away label </li></ul>",Gildan,0,"Youth,Sweatshirts",Ring Spun Sport Grey,0.67,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2024/f10/SF500B_ringspunsportgrey_model_front.jpg,SF500B,Youth Sizes: XS-XL,19.98,0,XS,0,11.99,1,19.98,https://cdnm.sanmar.com/imglib/mresjpg/2024/f10/SF500B_red_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2024/f10/SF500B_red_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2024/f7/SF500B_red_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2024/f7/SF500B_red_flat_back.jpg ,SF500B_productmeasurement.pdf,https://www.sanmar.com/p/46978/decorationSpecSheet,1.92E+11,Gildan® Youth Softstyle® Midweight Fleece Hoodie SF500B,0,SF500B,SF500BRing Spun Sport Grey1,
